text,labels
"The unions , which represent some 42737 million workers , issued the threat on Thursday after rejecting the government 's latest wage offer .",O O O O O O O O O O O O O O B-time O O O O O O O O O
A strike would put nurses and police officers off the job as South Africa hosts one of the world 's biggest sporting events .,O O O O O O O O O O O O B-geo I-geo O O O O O O O O O O
"Manie de Clerq , head of the Public Servants Association , says a strike may also include immigration officials , who may be needed to help World Cup tourists .",B-per I-per I-per O O O O B-org I-org I-org O O O O O O O O O O O O O O O O O O O O
Other South African unions have taken advantage of the World Cup to demand and receive significant pay increases .,O B-geo B-gpe O O O O O O O O O O O O O O O O
"Most recently , port and railroad workers received an 11 percent wage hike after a three-week strike .",O O O O O O O O O O O O O O O B-time O O
The public sector unions are demanding an 42952 percent pay increase .,O O O O O O O O O O O O
The government has offered 42888 percent .,O O O O O O O
"Gunmen attacked a truck stop just outside of the Pakistani capital Wednesday , killing seven people and torching a convoy of tankers and trucks bound for NATO forces in Afghanistan .",O O O O O O O O O B-gpe O B-time O O O O O O O O O O O O O O B-org O O B-geo O
"Pakistani officials say 10 to 15 gunmen began shooting at the depot , just 10 kilometers from Islamabad , early Wednesday before setting about 60 containers on fire .",B-gpe O O O O O O O O O O O O O O O O B-geo O O B-time O O O O O O O O
They say the attackers then fled in cars and on motorcycles .,O O O O O O O O O O O O
Officials say some of the casualties were truck drivers .,O O O O O O O O O O
"One driver says he was sitting inside his truck when the attack began and heard the gunmen saying "" kill the drivers "" and not to let anyone escape .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Militants have attacked trucks carrying supplies for U.S. and NATO forces in the past , but this is the first attack to take place so close to Islamabad .",O O O O O O O B-geo O B-org O O O O O O O O O O O O O O O O O B-geo O
Officials are investigating and surveying the damage as the charred trucks sit jumbled together at the depot .,O O O O O O O O O O O O O O O O O O
"The Italian Foreign Ministry says a group of tourists , including 21 Italians , have been found in southeastern Niger a day after an attack by bandits .",O B-gpe B-org I-org O O O O O O O O B-gpe O O O O O O B-gpe O O O O O O O O
"Details of the incident are sketchy , but the ministry said in a statement Tuesday that the tourists may have been kidnapped in Niger near the border with Chad on Monday .",O O O O O O O O O O O O O O B-time O O O O O O O O B-gpe O O O O B-geo O B-time O
It added that the group may have been held for a ransom demand .,O O O O O O O O O O O O O O
"Earlier , the ministry said it was sending a diplomat to Niger from its mission in Ivory Coast in an effort to resolve the situation .",O O O O O O O O O O O B-gpe O O O O B-geo I-geo O O O O O O O O
Russian officials say drawings by an acclaimed Russian artist worth millions of dollars have vanished from a state archive .,B-gpe O O O O O O B-gpe O O O O O O O O O O O O
Authorities said Tuesday that about 2 drawings by avant-garde artist and architect Yakov Chernikhov are missing from the state archive of literature and art .,O O B-time O O O O O O O O O B-per I-per O O O O O O O O O O O
Officials say 274 drawings have been found with antiques dealers and will be returned .,O O O O O O O O O O O O O O O
This is the second major art theft announced in Russia in the past week .,O O O O O O O O O B-geo O O B-time O O
"Last week , officials said more than 220 objects had been taken from St. Petersburg 's famed Hermitage museum .",O O O O O O O O O O O O O B-geo I-geo O O O O O
"At least three people have been detained in connection with that crime , including the husband and son of a museum curator .",O O O O O O O O O O O O O O O O O O O O O O O
"Authorities say several of the items have been recovered , including a gilded silver cross and a silver ladle found Tuesday outside the St. Petersburg headquarters of the Russian security service , the F.S.B .",O O O O O O O O O O O O O O O O O O O O B-time O O B-geo I-geo O O O B-gpe O O O O O O
Doctors at Jerusalem 's Hadassah Hospital have inserted a feeding tube into the stomach of Israeli Prime Minister Ariel Sharon .,O O B-org I-org I-org I-org O O O O O O O O O B-gpe B-per O B-per I-per O
"A hospital statement says Mr. Sharon remained in critical but stable condition after the procedure , called a gastrostomy .",O O O O B-per I-per O O O O O O O O O O O O O O
It did not say why the operation was necessary .,O O O O O O O O O O
One stroke expert says the procedure is recommended when patients are not expected to make a swift recovery .,O O O O O O O O O O O O O O O O O O O
Mr. Sharon suffered a massive stroke on January 4 .,B-per I-per O O O O O B-time I-time O
Surgical teams at the hospital operated twice on the prime minister to reduce swelling in the brain .,O O O O O O O O O O O O O O O O O O
"Since then , attempts to bring Mr. Sharon out of a coma have been unsuccessful .",O O O O O O B-per I-per O O O O O O O O
Mr. Sharon did open his eyes briefly .,B-per I-per O O O O O O
"Medical experts have said it is unlikely that the prime minister , if he does emerge from the coma , will be able to resume normal activities .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Deputy prime minister Ehud Olmert is serving as acting prime minister .,O O O B-per I-per O O O O O O O
A Lebanese prosecutor has charged a retired general and three other people with spying for Israel .,O B-gpe O O O O O O O O O O O O O B-geo O
"Retired Brigadier General Abid al-Aalam , his wife , nephew and a fourth suspect were charged Thursday with providing information to Israel about military and civilian Lebanese and Syrian centers , with the aim of facilitating Israeli attacks .",O B-org I-org I-org I-org O O O O O O O O O O O B-time O O O O B-geo O O O O B-gpe O B-gpe O O O O O O O B-gpe O O
"If convicted , the four could face the death penalty .",O O O O O O O O O O O
"Aalam , his wife , Hayat Saloumi and nephew were arrested earlier this month on suspicion of espionage .",B-per O O O O B-per I-per O O O O O O O O O O O O
The fourth suspect remains at large .,O O O O O O O
"Judicial officials say Aalam also is charged with the illegal possession of weapons , and that he and his wife allegedly crossed into Israel without permission .",O O O B-per O O O O O O O O O O O O O O O O O O O B-geo O O O
"Israel and the Lebanese militant group Hezbollah fought a 34-day war in 2006 , which killed 1,2 Lebanese and nearly 160 Israelis .",B-org O O B-gpe O O B-org O O O O O B-time O O O O B-gpe O O O B-gpe O
The United Nations says about 20 people have crossed into Uganda to escape fighting in the eastern Democratic Republic of Congo .,O B-org I-org O O O O O O O B-geo O O O O O O B-geo I-geo I-geo I-geo O
"A statement from the U.N. refugee agency Sunday says the refugees are camped at two locations and lack food , water , shelter and sanitation .",O O O O B-geo O O B-time O O O O O O O O O O O O O O O O O O
The fighting erupted Thursday when forces loyal to renegade DRC Army General Laurent Nkunda occupied several towns and villages .,O O O B-time O O O O O B-org I-org I-org I-org I-org O O O O O O
"DRC government soldiers chased them out of some areas but clashes have continued , with U.N. peacekeepers aiding the government .",B-org O O O O O O O O O O O O O O B-geo O O O O O
The fighting is around the town of Rutshuru in North Kivu province .,O O O O O O O B-geo O B-geo I-geo O O
U.N. and government troops have been trying to subdue various rebel and militia groups in the area in preparation for nationwide elections later this year .,B-org O O O O O O O O O O O O O O O O O O O O O B-time O O O
A United Nations Human Rights Council investigation has criticized Israel 's military for attacking civilians in Lebanon during the conflict with Hezbollah earlier this year .,O B-org I-org I-org I-org I-org O O O B-geo O O O O O O B-geo O O O O B-org B-time O O O
"In a report issued Tuesday , a team of rights experts said the civilian attacks were "" flagrant violations "" of human rights laws .",O O O O B-time O O O O O O O O O O O O O O O O O O O O
"They also said Israel 's military engaged in a pattern of "" excessive , indiscriminate and disproportionate use of force "" in the month-long conflict .",O O O B-geo O O O O O O O O O O O O O O O O O O O B-time O O
The report also accused Hezbollah militants of using United Nations officials as human shields to launch attacks against Israeli forces in Lebanon .,O O O O B-org O O O B-org I-org O O O O O O O O B-gpe O O B-geo O
But the inquiry did not include a mandate to study Hezbollah actions in the conflict .,O O O O O O O O O O B-org O O O O O
"Also Tuesday , the rights group Amnesty International urged U.N. officials to do an independent probe into alleged violations during the conflict .",O B-time O O O O O O O B-geo O O O O O O O O O O O O O
"Italian car company Fiat says it is interested in taking over Opel , the German division of financially troubled U.S. carmaker General Motors .",B-gpe O O B-org O O O O O O O B-org O O B-gpe O O O O B-geo O B-org I-org O
"Fiat chief Luca Cordero di Montezemolo told Italy 's Corriere della Sera newspaper that Opel is an "" ideal partner . """,B-org O B-per I-per I-per I-per O B-org I-org I-org I-org I-org O O B-org O O O O O O O
"He said a takeover would be an "" extraordinary opportunity . """,O O O O O O O O O O O O
Opel has been suffering through the world economic crisis along with many other global automakers .,B-org O O O O O O O O O O O O O O O
But the German government says it has no plans to offer direct help to Opel .,O O B-gpe O O O O O O O O O O O B-org O
"Fiat is involved in plans to buy another beleaguered U.S. car company , Chrysler , which entered into bankruptcy protection last week .",B-org O O O O O O O O B-geo O O O B-per O O O O O O O O O
U.S. military prosecutors have filed terror-related charges against an Afghan detainee accused of launching missiles toward U.S.-occupied areas in Afghanistan several years ago .,B-geo O O O O O O O O B-gpe O O O O O O O O O B-geo B-time O O O
"Mohamed Kamin , who is believed to be 30 years old , was charged Wednesday with one count of providing material support for terrorism .",B-per I-per O O O O O O O O O O O O B-time O O O O O O O O O O
The charge must be approved by the Defense Department before Kamin can be tried .,O O O O O O O B-org I-org O B-per O O O O
Kamin allegedly trained at an al-Qaida camp .,B-per O O O O B-org O O
He is also accused of conducting surveillance on U.S. military bases .,O O O O O O O O B-geo O O O
"He is the 14th detainee at the U.S. military base in Guantanamo Bay , Cuba , selected for prosecution under a special U.S. military war-crimes tribunal .",O O O B-time O O O B-geo O O O B-geo I-geo O B-geo O O O O O O O B-geo O O O O
The Guantanamo facility holds at least 275 terror suspects captured in Afghanistan and elsewhere .,O B-geo O O O O O O O O O B-geo O O O
Cuba 's government says it will raise pension payments to retirees and increase the salaries of some government workers .,B-org O O O O O O O O O O O O O O O O O O O
Sunday 's announcement says the pay hikes will target those workers who earn the least amount of money .,B-time O O O O O O O O O O O O O O O O O O
A statement from the government says the increases will apply to pensioners and some employees who work in the Cuban court system .,O O O O O O O O O O O O O O O O O O O B-gpe O O O
"It says other workers will have to wait for pay increases because the country "" does n't have the necessary resources at the moment . """,O O O O O O O O O O O O O O O O O O O O O O O O O O
The move comes after much speculation that pay hikes were coming .,O O O O O O O O O O O O
New Cuban President Raul Castro has spoken publicly about making changes to the government 's salary structure .,O B-gpe B-per I-per I-per O O O O O O O O O O O O O
"Since taking office , Mr. Castro has instituted a series of reforms , among them authorizing Cubans to buy mobile phones and computers .",O O O O B-per I-per O O O O O O O O O O B-gpe O O O O O O O
The White House says it is renewing a U.S. ban on trade with Burma because it says the actions and policies of Rangoon 's military government are hostile to U.S. interests .,O B-org I-org O O O O O B-geo O O O O B-geo O O O O O O O O B-geo O O O O O O B-geo O O
A White House statement Tuesday said the ban enacted in 1997 has been renewed for another year because Burma 's military government is committing large-scale repression of the Burmese democratic opposition .,O B-org I-org O B-time O O O O O B-time O O O O O O O B-geo O O O O O O O O O B-gpe O O O
"Also Tuesday , the State Department issued a warning to Americans traveling in Burma , telling them to use caution in public places because of the danger of more bombings like the three blasts that killed at least 20 people in Rangoon on May 7 .",O B-time O O B-org I-org O O O O B-gpe O O B-geo O O O O O O O O O O O O O O O O O O O O O O O O O O O B-geo O B-time I-time O
Burmese authorities Tuesday doubled the reward for anyone giving information leading to the bombers ' arrests .,B-gpe O B-time O O O O O O O O O O O O O O
The new reward equals nearly $ 11 .,O O O O O O O O
A declassified letter from a U.S. congressional leader suggests the National Security Agency ( NSA ) may have begun domestic eavesdropping without specific permission from President Bush .,O O O O O B-geo O O O O B-org I-org I-org O B-org O O O O O O O O O O B-per I-per O
"The letter from House Minority Leader Nancy Pelosi , dated October 2001 , asked General Michael Hayden , then NSA chief , if the president had specifically approved the expansion of NSA surveillance powers described in a House intelligence committee briefing .",O O O B-org I-org I-org B-per I-per O O B-time I-time O O B-per I-per I-per O O B-org O O O O O O O O O O O B-org O O O O O B-org O O O O
"General Hayden replied later that month that he used only "" his authorities "" to adjust NSA information-collecting and reporting policies .",B-per I-per O B-time I-time O O O O O O O O O O O B-org O O O O O
Parts of both letters were edited for security reasons .,O O O O O O O O O O
Newspaper reports revealed the domestic spying program last month .,O O O O O O O O O O
"President Bush has said he ordered the agency , which normally monitors foreign communications , to begin domestic wiretapping in order to fight terrorism .",B-per I-per O O O O O O O O O O O O O O O O O O O O O O O
Critics say the operation disregards U.S. privacy law .,O O O O O B-geo O O O
"The Pakistani army says its troops pushed farther into a northwestern militant stronghold Sunday , a day after the military said it captured the hometown of a Taliban leader .",O B-gpe O O O O O O O O O O O B-time O O O O O O O O O O O O O B-org O O
The military says helicopters provided air support as Pakistani ground troops pushed from the strategic town of Kotkai and moved deeper into South Waziristan along the Afghan border .,O O O O O O O O B-gpe O O O O O O O O B-geo O O O O B-geo I-geo O O B-gpe O O
Kotkai is the hometown of Taliban chief Hakimullah Mehsud .,B-geo O O O O B-org O B-org I-org O
"Elsewhere , authorities say a suicide bomber killed one police officer east of the capital , Islamabad , on Sunday .",O O O O O O O O O O O O O O O O B-geo O O B-time O
Officials say the bomber detonated his explosives when police stopped his car for a search .,O O O O O O O O O O O O O O O O
Police say they detained another man who had been in the car but left the vehicle before the bomb exploded .,O O O O O O O O O O O O O O O O O O O O O
"Meanwhile , the Pakistani army has raised the death toll from Saturday 's helicopter crash in the Bajur tribal region .",O O O B-gpe O O O O O O O B-time O O O O O B-geo O O O
It says six soldiers died in what officials are calling an accident .,O O O O O O O O O O O O O
A senior leader for the Palestinian militant group Hamas is in Egypt to resume talks on the future of Egypt 's border with the Hamas-controlled Gaza Strip .,O O O O O B-gpe O O B-org O O B-geo O O O O O O O B-geo O O O O O B-geo I-geo O
Palestinian and Egyptian security sources say Mahmoud al-Zahar crossed into Egypt Thursday with a small delegation of Hamas officials .,B-gpe O B-gpe O O O B-per I-per O O B-geo B-time O O O O O B-org O O
They say the delegation will meet with Egyptian security officials in the Mediterranean coastal town of El~Arish for talks on the border situation .,O O O O O O O B-gpe O O O O B-geo O O O B-geo O O O O O O O
Hundreds of thousands of Palestinians streamed into Egypt to buy food and supplies after Hamas militants blew up a section of the border wall last month in response to an Israeli blockade of Gaza .,O O O O B-gpe O O B-geo O O O O O O B-org O O O O O O O O B-time O O O O O O B-gpe O O B-geo O
Egyptian forces resealed the barrier February 3 .,B-gpe O O O O B-time I-time O
Zahar met with Egyptian authorities in Cairo earlier this month to discuss ways to restore control at the Gaza border .,B-per O O B-gpe O O B-geo O O O O O O O O O O O B-geo O O
Egypt has since said it will no longer tolerate Palestinians trying to enter the country illegally through the border .,B-org O O O O O O O O B-gpe O O O O O O O O O O
"Romania 's main opposition candidate has called for a repeat of Sunday 's first round of presidential and parliamentary elections , alleging widespread electoral fraud .",B-geo O O O O O O O O O O B-time O O O O O O O O O O O O O O
"Among other allegations , centrist coalition leader Traian Basescu said Tuesday the ruling Social Democrats chartered dozens of buses to allow supporters to go from precinct to precinct and cast ballots several times .",O O O O O O O B-org I-org O B-time O O O O O O O O O O O O O O O O O O O O O O O
"With 90 percent of the votes counted , Prime Minister Adrian Nastase and his Social Democrats lead Mr. Basescu 's centrist alliance 36 percent to 31 percent in the parliamentary election .",O O O O O O O O B-per O B-per I-per O O O O O B-per B-org O O O O O O O O O O O O O
The presidential election tally has Mr. Nastase ahead of Mr. Basescu 40 to 34 percent .,O O O O O B-per I-per O O B-per B-org O O O O O
The two candidates are scheduled to face each other in a runoff election on December 12 .,O O O O O O O O O O O O O O B-time I-time O
"Pro Democratia , a Romanian civil rights group , says it will pull its election monitors from the second round of voting to protest reported irregularities .",B-per I-per O O B-gpe O O O O O O O O O O O O O O O O O O O O O O
The death toll from Saturday 's roof collapse in southern Poland has risen to 65 as rescue workers pulled three more bodies from the wreckage .,O O O O B-time O O O O B-geo I-geo O O O O O O O O O O O O O O O
"Among the victims recovered Tuesday was a Hungarian , bringing to nine the number of foreigners who died in the accident .",O O O O B-time O O B-gpe O O O O O O O O O O O O O O
"The eight other foreigners were from Slovakia , the Czech Republic , Germany , the Netherlands and Belgium .",O O O O O O B-geo O O B-gpe B-geo O B-geo O B-geo I-geo O B-geo O
At least 160 other people were injured .,O O O O O O O O
About 500 people from across Europe were in a large exhibition hall in the Katowice area when the building 's snow-covered roof caved in .,O O O O O B-geo O O O O O O O O B-geo O O O O O O O O O O
A team of experts is trying to determine why the building collapsed .,O O O O O O O O O O O O O
Polish authorities blame the weight of the snow on the roof .,B-gpe O O O O O O O O O O O
"President Bush has outlined the agenda for his second term in office and has asked for the support of all Americans , but Democrats have expressed reservations .",B-per I-per O O O O O O O O O O O O O O O O O O B-gpe O O O O O O O
"In his weekly radio address Saturday , Mr. Bush promised to reach out to international allies to promote global development and progress , defeat terrorists and encourage democracy .",O O O O O B-time O B-per I-per O O O O O O O O O O O O O O O O O O O O
"In this country , he pledged to introduce medical malpractice , education and tax code reform and to save the threatened U.S. Social Security system .",O O O O O O O O O O O O O O O O O O O O O B-org I-org I-org O O
"Responding to the President 's remarks in her own radio address , House Democratic Leader Nancy Pelosi said Democrats stand ready to work with Mr. Bush .",O O O B-per O O O O O O O O B-org I-org I-org I-org I-org O O O O O O O B-per I-per O
But the minority leader said they will fight the President 's plans on Social Security if he proposes to privatize the system or cut benefits .,O O O O O O O O O B-per O O O B-org I-org O O O O O O O O O O O
Ms. Pelosi proposed a nationwide transportation construction bill that she said would create 42742 million new jobs .,B-per I-per O O O O O O O O O O O O O O O O
An independent polling firm in Venezuela says President Hugo Chavez is gaining support for a February 15 referendum that would abolish term limits and allow him to seek re-election indefinitely .,O O O O O B-geo O B-per I-per I-per O O O O O B-time I-time O O O O O O O O O O O O O O
"The Datanalisis firm says a survey of 1,3 people indicates that more than 51 percent of voters support a constitutional amendment to end term limits for all elected officials .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Last month , another Datanalisis poll put support for President Chavez 's proposal at below 40 percent .",O O O O O O O O O B-per I-per O O O O O O O
The current constitution bans the president from running again when his term ends in 2012 .,O O O O O O O O O O O O O O B-time O
"In late 2007 , voters narrowly rejected a package of measures including one that would have eliminated presidential term limits .",O O B-time O O O O O O O O O O O O O O O O O O
"In a speech at that time , Mr. Chavez said the defeat was only "" for now "" and that he would continue his battle to build socialism .",O O O O O O O B-per I-per O O O O O O O O O O O O O O O O O O O O
Mr. Chavez was first elected in 1998 .,B-per I-per O O O O B-time O
He won approval for a new constitution the following year .,O O O O O O O O O O O
Georgian President Mikhail Saakashvili is expected in Kiev Friday to take part in a New Year 's Eve celebration rally with Ukraine 's apparent president-elect Viktor Yushchenko and his supporters .,B-gpe B-per I-per I-per O O O B-geo B-time O O O O O B-time I-time I-time I-time O O O B-geo O O O B-per I-per O O O O
"The two men , who have warm personal ties , will ring in the new year together , days after Ukraine 's Central Election Commission declared Mr. Yushchenko the winner of last Sunday 's runoff election .",O O O O O O O O O O O O O O O O O O O O B-geo O B-org I-org I-org O B-per B-org O O O O B-time O O O O
Mr. Saakashvili came to power in January after accusing his country 's government of electoral fraud and mounting a protest movement that forced then-Georgian leader Eduard Shevardnadze out of power .,B-per I-per O O O O B-time O O O O O O O O O O O O O O O O O O B-per I-per O O O O
"Mr. Yushchenko 's supporters have cited Mr. Saakashvili 's "" rose revolution "" as an inspiration for their own movement .",B-per B-org O O O O B-per I-per O O O O O O O O O O O O O
"Meanwhile , Ukraine 's Central Election Commission has rejected complaints of election fraud filed by Kremlin-backed Prime Minister Viktor Yanukovych , who ran against Mr. Yushchenko .",O O B-geo O B-org I-org I-org O O O O O O O O O B-per I-per I-per I-per O O O O B-per B-org O
But a spokesman for the prime minister says he will not concede the election .,O O O O O O O O O O O O O O O
An influential Iranian cleric is calling on Muslim nations to help Lebanon 's Hezbollah guerrillas in their fight against Israel .,O O B-gpe O O O O B-org O O O B-geo O B-org O O O O O B-geo O
"Ayatollah Ahmad Jannati , who heads the powerful Guardian Council , told the Iranian Students News Agency Tuesday that he wants Muslims worldwide to provide arms for Hezbollah , as well political and financial support for the militants .",B-per I-per I-per O O O O O B-org I-org O O O B-gpe B-org I-org I-org B-time O O O O O O O O O B-org O O O O O O O O O O O
"Israel , the United States and allied Western states accuse Syria and Iran of supporting Hezbollah with arms and cash .",B-gpe O O B-gpe I-gpe O O O O O B-gpe O B-geo O O B-org O O O O O
Iran says it provides only moral and diplomatic support for the Shi'ite Islamic group .,B-gpe O O O O O O O O O O B-org I-org O O
"The Olympic torch relay has reached Turin in northern Italy , where the 20th Olympic Winter Games open Friday .",O O O O O O B-geo O O B-geo O O O O B-event I-event I-event O B-time O
"The Olympic flame was carried by more than 10 torchbearers in a 64-day journey that covered 11,3 kilometers .",O O O O O O O O O O O O B-time O O O O O O
The flame was lit at Olympia in Greece two months ago .,O O O O O B-geo O B-geo B-time O O O
"Shortly before midday local time Thursday , the torch entered Turin through the Piazza Massaua .",O O B-time O B-time I-time O O O O B-org O O B-geo I-geo O
It was received by the City Police Band before being carried to the city center .,O O O O O O O O O O O O O O O O
"Turin-born Livio Berruti , the 200-meter gold medalist at the 1960 Olympics , will light the cauldron in Piazza Palazzo di Citta .",O B-per I-per O O O O O O O B-time B-event O O O O O O B-geo I-geo I-geo I-geo O
But the identity of person who will light the Olympic cauldron on Friday remains a tightly guarded secret .,O O O O O O O O O O O O B-time O O O O O O
The games end February 26 .,O O O B-time I-time O
Togo 's election commission says ruling party candidate Faure Gnassingbe is the winner of Sunday 's presidential election .,B-geo O O O O O O O B-per I-per O O O O B-time O O O O
"The commission chief ( Kissem Tchangai-Walla ) says Mr. Gnassingbe , son of the late longtime leader Gnassingbe Eyadema , won with just over 60 percent of votes cast .",O O O O B-org I-org O O B-per I-per O O O O O O O B-per I-per O O O O O O O O O O O
"Minutes after the announcement , angry opposition youths poured onto the streets of Togo 's capital , Lome , setting up burning barricades , throwing rocks and attacking cars .",O O O O O O O O O O O O O B-geo O O O B-per O O O O O O O O O O O O
"Street violence and allegations of fraud on both sides marred Sunday 's election , which was organized under pressure by West African leaders after the military briefly installed Mr. Gnassingbe following his father 's death in February .",O O O O O O O O O O B-time O O O O O O O O O O B-gpe O O O O O O B-per I-per O O O O O O B-time O
"According to the electoral commission , opposition candidate Emmanual Akitani-Bob won just over 38 percent of the vote .",O O O O O O O O B-per I-per O O O O O O O O O
"The third candidate , Harry Olympio , came in last with under one-percent ( 0.55 ) .",O O O O B-per I-per O O O O O O O O O O O
"A convoy of dozens of trucks transporting a massive oil drilling machine arrived Friday at the site of the San Jose gold and copper mine in Chile , where 33 miners are trapped .",O O O O O O O O O O O O O B-time O O O O O B-geo I-geo O O O O O B-geo O O O O O O O
"The drill is the third one being employed to try to rescue the miners , who have now been underground for 36 days .",O O O O O O O O O O O O O O O O O O O O O B-time O O
"It has been labeled "" Plan C "" and it is hoped that it will speed the rescue effort .",O O O O O O O O O O O O O O O O O O O O
"However , freedom for the trapped miners is likely to still be months away .",O O O O O O O O O O O O O O O
The 33 men were trapped by a mine cave-in on August 5 .,O O O O O O O O O O B-time I-time O
But it was not until August 22 that they were discovered alive .,O O O O O B-time I-time O O O O O O
"Rescuers have been sending food , medicine and relatives ' letters through a chute to where the miners are located , 700 meters below the surface .",O O O O O O O O O O O O O O O O O O O O O O O O O O O
A White House report has called for changes in the government 's response to disasters such as Hurricane Katrina .,O B-org I-org O O O O O O O O O O O O O O O O O
"The report , by domestic security adviser Frances Townsend , says 11 reforms are urgently needed before the start of a new hurricane season in June .",O O O O O O O B-per I-per O O O O O O O O O O O O O O O O B-time O
"President Bush discussed the report with his cabinet Thursday , saying the reforms will help the government be better prepared for future disasters .",B-per I-per O O O O O O B-time O O O O O O O O O O O O O O O
"The changes include improved coordination with military officials during relief operations , a review of local evacuation plans and getting help more quickly to disaster victims .",O O O O O O O O O O O O O O O O O O O O O O O O O O O
"The report also found flaws in the government 's response to Hurricane Katrina last year , such as failures in disaster management and planning .",O O O O O O O O O O O O O O O O O O O O O O O O O
"Earlier this month , a congressional investigation blamed failures at all levels of government for the suffering and loss of life in the Gulf Coast storm .",O O O O O O O O O O O O O O O O O O O O O O O B-geo I-geo O O
"Typhoon Longwang has hit mainland China after pounding Taiwan Sunday , where it left one person dead and disrupted flights and electricity .",B-event I-event O O O B-geo O O B-geo B-time O O O O O O O O O O O O O
Officials say it hit China 's Fujian province with strong winds and heavy rains .,O O O O B-geo O O O O O O O O O O
"More than 3,00,000 people were evacuated .",O O O O O O O
"In Taiwan , a 60-year-old man died after he was hit by flying debris .",O B-geo O O O O O O O O O O O O O
A woman is missing and feared dead after being washed away by flash floods in the central town of Hoping .,O O O O O O O O O O O O O O O O O O O B-geo O
"And 46 people were injured during the typhoon , most by flying debris .",O O O O O O O O O O O O O O
European Union representatives are traveling to the Middle East Sunday in hopes of persuading Israeli and Palestinian leaders to move toward a humanitarian truce in the Gaza Strip .,B-org I-org O O O O B-geo I-geo I-geo B-time O O O O B-gpe O B-gpe O O O O O O O O O B-geo I-geo O
The EU says it is sending Czech Foreign Minister Karel Schwarzenburg along with the EU 's external relations commissioner and Schwarzenburg 's French and Swedish counterparts .,O B-org O O O O B-gpe O O B-per I-per O O O B-org O O O O O B-org I-org B-gpe B-org B-gpe O O
It says the team will visit Egypt today before meeting with Israel 's Prime Minister Ehud Olmert and President Shimon Peres in Jerusalem on Monday .,O O O O O O B-geo B-time O O O B-geo O B-per O B-per I-per O B-per I-per I-per O B-geo O B-time O
The team will then go to the West Bank town of Ramallah and finish up its Middle East trip in Jordan on Tuesday .,O O O O O O O B-org I-org O O B-org O O O O B-geo I-geo O O B-gpe O B-time O
The EU says French President Nicolas Sarkozy will also attend the meeting in Ramallah with Palestinian President Mahmoud Abbas .,O B-org O B-gpe B-per I-per I-per O O O O O O B-org O B-gpe B-per I-per I-per O
"Mr. Sarkozy also plans to visit Israel , Egypt , Syria and Lebanon this week .",B-per I-per O O O O B-geo O B-geo O B-geo O B-geo O O O
The European Union is the biggest foreign aid donor to the Palestinian territories .,O B-org I-org O O O O O O O O B-gpe O O
France 's interior minister says at least 10 French citizens are in Iraq ready to become suicide bombers .,B-geo O O O O O O O B-gpe O O O B-geo O O O O O O
Nicolas Sarkozy told France-3 television Monday that French intelligence has lost track of at least 10 young Frenchmen who have gone to Iraq .,B-per I-per O O O B-time O B-gpe O O O O O O O O O O O O O O B-geo O
He said 10 others have died in combat or suicide bombings or are prisoners of the U.S. led coalition .,O O O O O O O O O O O O O O O O B-geo O O O
France has no soldiers in Iraq .,B-geo O O O O B-geo O
"Mr. Sarkozy defended the government 's planned new anti-terrorism measures , saying the risk of an attack in France is very high .",B-per I-per O O O O O O O O O O O O O O O O B-geo O O O O
"The new measures include more video surveillance on the streets and public places , and increased monitoring of overseas travelers .",O O O O O O O O O O O O O O O O O O O O O
Mr. Sarkozy said a French citizen who suddenly goes to Afghanistan for three months should account for his travels .,B-per I-per O O B-gpe O O O O O B-geo O B-time O O O O O O O
The United Nations has certified the list of registered voters in the Ivory Coast ahead of next month 's presidential elections .,O B-org I-org O O O O O O O O O B-geo I-geo O O O O O O O O
"On Friday , U.N. representative Choi Youn-jin called the voter list "" fair , solid and balanced "" .",O B-time O B-org O B-per I-per O O O O O O O O O O O O
The Ivory Coast presidential election is set for October 31 .,O B-geo I-geo O O O O O B-time I-time O
The election has been postponed multiple times during the past five years due in part to disputes about the nationality of names listed on the official voters ' list .,O O O O O O O O O B-time I-time O B-time O O O O O O O O O O O O O O O O O
"The civil war that has spilt the country for most of the decade centers around land reform and grounds for citizenship , in a nation of migrant workers helping the world 's largest producer and exporter of cocoa beans .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The U.S. Environmental Protection Agency celebrated Earth Day this week in Washington ( 22 April ) by showcasing environmentally friendly new designs that could be the wave of the future .,O B-org I-org I-org I-org O B-event I-event O O O B-geo O B-time I-time O O O O O O O O O O O O O O O O
Producer Zulima Palacio prepared this report .,O B-per I-per O O O O
A prominent human rights group says Hamas militants committed war crimes when they launched rocket attacks against Israel .,O O O O O O B-org O O O O O O O O O O B-geo O
"A Human Rights Watch spokesman said Hamas rocket attacks that targeted Israeli citizens were "" unlawful and unjustifiable "" .",O B-org I-org I-org O O B-org O O O O B-gpe O O O O O O O O
"A new report released by the group says Hamas militants fired rockets that placed about 8,00,000 Israeli civilians at risk and killed two Israeli girls .",O O O O O O O O B-org O O O O O O O B-gpe O O O O O O B-gpe O O
